browser,shell,route,theme,breakpoint,width,height,result,contrast,interactiveContrast,overflow_px,scrollable,reason,evidence
webkit,auth,/login,brutal,desktop,1280,800,PASS,17.51,1,0,False,,docs/audits/evidence/webkit/desktop/brutal/auth-login.png
webkit,auth,/login,brutal,mobile-s,375,667,PASS,17.51,1,0,False,,docs/audits/evidence/webkit/mobile-s/brutal/auth-login.png
webkit,auth,/login,brutal,tablet,768,1024,PASS,17.51,1,0,False,,docs/audits/evidence/webkit/tablet/brutal/auth-login.png
webkit,auth,/login,copilot,desktop,1280,800,PASS,16.67,5.9,0,False,,docs/audits/evidence/webkit/desktop/copilot/auth-login.png
webkit,auth,/login,copilot,mobile-s,375,667,PASS,16.67,5.9,0,False,,docs/audits/evidence/webkit/mobile-s/copilot/auth-login.png
webkit,auth,/login,copilot,tablet,768,1024,PASS,16.67,5.9,0,False,,docs/audits/evidence/webkit/tablet/copilot/auth-login.png
webkit,auth,/login,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/webkit/desktop/cyber/auth-login.png
webkit,auth,/login,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/webkit/mobile-s/cyber/auth-login.png
webkit,auth,/login,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/webkit/tablet/cyber/auth-login.png
webkit,auth,/login,earthy,desktop,1280,800,PASS,12.17,4.78,0,False,,docs/audits/evidence/webkit/desktop/earthy/auth-login.png
webkit,auth,/login,earthy,mobile-s,375,667,PASS,12.17,4.78,0,False,,docs/audits/evidence/webkit/mobile-s/earthy/auth-login.png
webkit,auth,/login,earthy,tablet,768,1024,PASS,12.17,4.78,0,False,,docs/audits/evidence/webkit/tablet/earthy/auth-login.png
webkit,auth,/login,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/webkit/desktop/glass/auth-login.png
webkit,auth,/login,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/webkit/mobile-s/glass/auth-login.png
webkit,auth,/login,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/webkit/tablet/glass/auth-login.png
webkit,auth,/login,kinetic,desktop,1280,800,PASS,16.64,4.73,0,False,,docs/audits/evidence/webkit/desktop/kinetic/auth-login.png
webkit,auth,/login,kinetic,mobile-s,375,667,PASS,16.64,4.73,0,False,,docs/audits/evidence/webkit/mobile-s/kinetic/auth-login.png
webkit,auth,/login,kinetic,tablet,768,1024,PASS,16.64,4.73,0,False,,docs/audits/evidence/webkit/tablet/kinetic/auth-login.png
webkit,auth,/login,soft,desktop,1280,800,PASS,10.93,5.33,0,False,,docs/audits/evidence/webkit/desktop/soft/auth-login.png
webkit,auth,/login,soft,mobile-s,375,667,PASS,10.93,5.33,0,False,,docs/audits/evidence/webkit/mobile-s/soft/auth-login.png
webkit,auth,/login,soft,tablet,768,1024,PASS,10.93,5.33,0,False,,docs/audits/evidence/webkit/tablet/soft/auth-login.png
webkit,marketing,/pricing,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/webkit/desktop/bento/marketing-pricing.png
webkit,marketing,/pricing,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/webkit/mobile-s/bento/marketing-pricing.png
webkit,marketing,/pricing,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/webkit/tablet/bento/marketing-pricing.png
webkit,marketing,/pricing,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/webkit/desktop/brutal/marketing-pricing.png
webkit,marketing,/pricing,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/webkit/mobile-s/brutal/marketing-pricing.png
webkit,marketing,/pricing,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/webkit/tablet/brutal/marketing-pricing.png
webkit,marketing,/pricing,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/webkit/desktop/copilot/marketing-pricing.png
webkit,marketing,/pricing,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/webkit/mobile-s/copilot/marketing-pricing.png
webkit,marketing,/pricing,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/webkit/tablet/copilot/marketing-pricing.png
webkit,marketing,/pricing,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/webkit/desktop/cyber/marketing-pricing.png
webkit,marketing,/pricing,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/webkit/mobile-s/cyber/marketing-pricing.png
webkit,marketing,/pricing,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/webkit/tablet/cyber/marketing-pricing.png
webkit,marketing,/pricing,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/webkit/desktop/earthy/marketing-pricing.png
webkit,marketing,/pricing,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/webkit/mobile-s/earthy/marketing-pricing.png
webkit,marketing,/pricing,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/webkit/tablet/earthy/marketing-pricing.png
webkit,marketing,/pricing,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/webkit/desktop/glass/marketing-pricing.png
webkit,marketing,/pricing,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/webkit/mobile-s/glass/marketing-pricing.png
webkit,marketing,/pricing,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/webkit/tablet/glass/marketing-pricing.png
webkit,marketing,/pricing,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/webkit/desktop/kinetic/marketing-pricing.png
webkit,marketing,/pricing,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/webkit/mobile-s/kinetic/marketing-pricing.png
webkit,marketing,/pricing,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/webkit/tablet/kinetic/marketing-pricing.png
webkit,marketing,/pricing,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/webkit/desktop/soft/marketing-pricing.png
webkit,marketing,/pricing,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/webkit/mobile-s/soft/marketing-pricing.png
webkit,marketing,/pricing,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/webkit/tablet/soft/marketing-pricing.png
